sq_feet,num_bedrooms,num_bathrooms,sale_price
2199,3,1,425026
2312,3,1,430678
3218,3,2,576697
2952,3,1,544369
3803,3,2,670547
1412,2,2,260438
1104,3,3,249393
3668,4,3,646013
652,2,2,155954
545,2,2,140967
506,2,2,136260
3003,3,1,549449
2616,3,3,480333
3587,3,2,630893
2188,4,1,417380
1315,4,1,282665
2039,3,1,390620
899,2,1,187127
2129,4,3,434913
551,2,2,136556
1321,2,1,258382
2636,3,2,463829
2743,4,1,520609
1212,2,2,231790
2938,3,1,542111
1822,3,1,335231
626,2,1,146425
933,2,2,193214
572,2,2,143966
2922,3,2,511576
2799,3,2,501432
1746,2,2,335668
1370,2,2,269628
3760,3,1,664504
1269,4,3,288430
1405,4,3,325512
2096,3,1,408638
3793,3,1,661185
2420,3,3,452581
1103,3,2,233638
2783,4,2,522811
2188,3,3,426049
2904,3,1,508586
1914,2,1,353033
2381,3,3,448135
1269,3,2,257236
2089,4,3,417957
2787,3,3,510201
1520,2,2,278424
2012,3,3,396902
3819,3,1,674538
1173,4,1,270583
2453,3,1,466406
1955,4,3,398658
973,1,1,177194
3011,4,3,545325
3903,3,3,719583
2689,3,3,484213
3053,3,1,540912
2010,3,2,375461
2047,3,1,379775
2860,3,3,532047
2697,4,3,508748
703,1,1,131704
1297,4,2,307156
670,2,1,152967
3423,3,1,609386
2207,4,2,429164
2065,3,2,377660
1628,2,1,293035
3612,3,3,635058
528,1,1,107682
3348,4,3,616526
3639,4,1,674796
1375,4,2,302281
3393,3,2,588169
642,1,1,119308
890,1,1,170293
2269,3,1,412492
2821,4,2,538277
740,2,2,169154
2826,3,1,513146
2816,3,3,532160
3984,3,3,734499
3427,3,2,609927
3879,4,1,712564
2718,4,2,540278
3456,3,1,638018
1225,2,1,244972
1792,2,2,315794
3624,4,3,654985
979,1,1,180308
3554,3,3,644952
943,2,2,205629
572,2,2,135584
1662,3,3,334146
2343,3,1,430535
2089,3,1,400197
2245,3,3,436167
1034,1,1,180358
1658,2,2,317944
1255,4,3,283458
1268,2,2,242820
2150,4,3,450922
2065,3,1,391123
3292,3,2,577087
3175,3,2,587817
2122,3,2,418445
2226,4,3,452179
1228,2,2,240914
3172,4,2,606912
1561,2,2,298234
2077,3,3,410583
3031,3,3,539170
1595,2,2,286097
1245,2,2,238101
2956,3,3,552739
3614,3,2,621874
3830,3,3,698056
3236,3,3,581311
1235,2,2,245479
2398,3,2,455513
1800,2,1,339109
1051,2,1,201859
1812,2,2,336060
733,2,2,173287
1105,1,1,193529
2741,3,2,512054
906,2,2,192690
1531,2,1,277281
1912,3,1,358360
2351,4,3,470594
3932,3,2,661368
3047,3,1,544986
1128,2,1,225357
1235,2,2,242976
2571,3,2,471155
597,2,1,145968
2299,3,3,440690
1924,3,1,359643
1788,2,1,319969
807,2,2,175409
1310,4,3,315828
1359,3,3,283872
3627,4,2,683020
1148,1,1,200980
556,1,1,110548
2115,3,1,381158
506,2,2,131672
2738,4,2,526844
3288,3,1,598091
1998,2,1,360034
1019,2,2,199612
1246,3,3,265704
3591,3,1,609069
1691,3,3,340087
1239,3,2,263345
3834,3,2,694084
3214,3,1,575226
2278,3,1,442544
1700,4,2,339728
2780,3,3,492715
2121,4,3,413103
3817,4,1,681153
3111,3,3,571836
3735,3,1,649786
2312,3,3,419618
693,2,2,164573
2601,3,2,489608
3117,3,2,562056
3830,3,1,690510
2950,3,1,544171
3905,4,2,726104
1070,2,1,203650
3640,3,1,647252
727,2,2,163580
2539,4,2,500332
1787,2,2,322358
684,2,1,160534
807,1,1,150874
1780,2,2,330882
2710,3,1,484207
2209,4,1,424567
1522,4,3,348829
1198,4,2,272196
534,2,2,132974
2928,4,2,528238
2813,4,2,545056
3344,3,1,611312
1305,3,3,285999
1863,2,2,347114
3270,3,1,603106
1843,2,2,348480
1552,2,2,299288
3236,3,1,584323
3431,3,3,594891
3678,4,1,670317
3811,3,2,660774
1248,3,2,259660
2801,4,1,502175
553,2,1,132944
3396,3,3,594333
1328,4,3,289013
2726,4,1,523929
626,2,2,148066
1317,3,3,289683
1823,3,1,350092
2766,3,2,499282
1029,1,1,191663
3287,3,2,604660
2850,3,1,512903
2729,4,1,510064
3482,3,3,641493
675,2,2,159022
1917,4,2,379390
3643,3,1,605166
3975,3,1,684145
2826,3,1,519801
3124,3,1,561108
2906,3,1,518989
1183,3,2,255437
3623,3,2,624931
3316,3,3,602146
3326,3,2,594179
1655,3,3,350486
1949,2,1,363015
2418,4,3,477579
2367,3,1,424544
3656,3,2,663784
2745,3,2,492869
1296,4,2,285848
3125,3,1,538102
1264,4,3,305812
952,1,1,179927
1174,1,1,204474
3888,3,3,678006
724,1,1,139384
3313,4,1,620543
3045,4,2,561391
3432,4,1,627415
3929,3,1,659320
3330,4,3,601022
2059,3,3,385345
918,2,2,190242
3717,3,2,651728
3558,3,3,623616
3951,3,3,708006
3350,3,2,615003
940,2,2,204056
2893,3,1,510328
1696,3,3,341045
1611,2,1,291251
2582,4,1,480114
1151,1,1,197196
3643,3,3,657317
1753,4,1,361855
3776,4,3,675686
1822,2,2,330542
2023,3,3,411325
3587,4,1,670600
801,1,1,144626
3208,3,1,579284
1560,4,2,336564
3617,3,2,634584
3583,3,3,651414
708,2,2,163306
2323,4,2,434784
1762,2,2,320198
1049,2,2,218092
3650,4,2,668242
3718,4,2,708212
1734,3,1,354765
3935,3,2,664101
1657,2,1,298019
638,1,1,128115
2696,3,1,494519
2387,3,1,417589
2719,3,3,520470
2262,4,1,442519
3225,4,3,623712
2742,4,2,509028
3614,3,3,622748
596,2,2,145298
750,2,1,160918
1823,3,3,363260
941,2,1,198871
2475,3,3,440655
2182,3,1,389000
3889,3,3,690733
1287,2,2,243266
2284,3,1,414888
2661,3,2,483280
2586,3,3,474273
2480,3,3,459824
3197,4,1,585910
2436,3,2,440798
722,1,1,140746
1411,3,3,295484
2132,4,3,411531
1477,3,3,304874
3928,4,2,732404
3065,4,3,580337
3841,3,1,670638
2691,3,1,494924
3835,4,1,675026
2993,3,3,527427
2979,4,3,576813
3637,3,2,654832
1618,3,3,313641
704,2,1,157724
1448,2,2,272530
3364,3,2,603581
1026,1,1,183061
1827,3,1,351512
696,2,2,153764
3319,3,2,582655
3392,3,1,602969
785,2,2,173716
3342,3,3,573888
1107,2,2,217094
2802,4,2,531446
2239,3,2,401234
3519,4,3,644539
1262,4,3,283373
508,1,1,104529
2153,3,1,399818
2987,3,2,564784
3234,4,1,581997
2705,3,2,498098
3036,3,2,540318
2467,3,2,455644
2389,3,1,431495
3068,3,2,536994
1713,2,1,309682
2959,4,3,582563
2704,3,2,480882
3243,3,1,554715
2199,3,1,408815
3993,3,3,707730
2469,3,3,453477
3359,3,1,593286
2002,3,3,381377
2625,3,3,490743
1766,2,2,334176
3383,3,2,615416
938,1,1,178391
2986,4,1,560573
2675,3,1,470785
720,2,2,169078
828,2,2,175706
3061,3,2,524707
1280,4,1,287635
1398,2,1,276863
2746,3,1,498391
810,2,2,175268
3713,3,3,673205
845,2,2,178023
2941,3,2,524663
1207,2,1,236834
3792,4,1,659794
1283,2,2,245672
2260,4,3,466100
1985,2,2,364430
1515,3,1,316414
1459,3,2,310717
2629,3,1,465263
2305,3,2,423502
1624,2,2,306762
749,1,1,140673
2635,3,3,478762
1872,3,2,362385
792,2,2,179256
3841,3,3,657915
2075,3,3,381455
2531,3,2,472855
2410,3,1,456073
3019,3,3,540993
2002,3,1,367847
3441,4,3,620755
3521,3,2,612946
1925,3,3,377995
2175,3,3,415953
715,1,1,141437
3804,3,3,685611
3193,4,1,605069
1082,3,1,228677
3978,3,2,695504
2591,3,1,482884
1552,4,1,334151
916,2,2,189024
1022,1,1,188986
1916,4,3,393622
2257,4,2,448866
1936,4,3,381512
1735,2,2,317772
2579,4,1,497566
3797,3,1,676417
1631,3,3,321863
2603,3,3,486051
3204,3,1,571599
2788,3,1,513551
724,2,2,167656
3373,3,2,609593
804,2,2,175544
3011,3,2,519196
3778,4,3,710609
1636,4,1,341100
1139,2,2,224184
2092,4,1,396908
1216,3,2,264017
3685,4,1,630593
1164,1,1,207260
2114,4,3,423636
1731,2,1,316031
1256,2,2,240550
3053,3,1,555531
2591,3,2,478611
732,2,2,165672
1631,3,3,335008
914,2,1,192888
1525,2,2,284229
1814,2,2,324424
634,1,1,123362
3654,3,2,645128
3171,3,3,567093
3079,3,2,550846
2222,3,1,424643
2562,3,3,489012
2891,3,3,543079
1062,4,1,250507
988,2,1,199679
3447,3,3,611796
3289,3,3,585496
592,2,1,132297
2714,4,2,517614
2468,4,3,489562
3419,4,2,606919
1724,2,2,311718
3634,3,3,665562
1477,4,2,304897
1257,3,2,280313
1972,2,2,349372
1055,4,1,241678
2798,4,1,504414
2188,4,3,462280
2813,3,1,508574
3413,3,1,578966
637,1,1,129280
3862,4,2,678182
2650,3,2,478456
720,2,2,160980
3756,4,1,658189
2814,3,1,502581
3191,3,2,564136
1777,4,1,383382
3285,3,1,565948
3938,4,2,693844
942,2,2,206910
1949,3,2,367673
2619,3,2,481432
1106,2,2,232206
2702,3,3,500424
724,2,1,158116
1947,2,2,344666
951,2,1,197134
1388,3,2,278743
3369,3,1,603057
3832,3,1,681256
3389,3,2,606712
1519,2,2,281484
3046,3,3,577892
578,2,1,131007
3196,3,1,568196
822,1,1,158629
3628,3,1,654704
3557,3,3,606071
2567,3,3,477693
3813,4,1,651203
2678,3,1,467359
2622,4,1,501101
1330,2,2,262874
2781,3,3,499251
748,2,2,158784
3715,4,1,668001
991,1,1,178639
765,2,2,172246
1457,2,2,267045
2272,3,2,407143
1457,2,2,276850
1641,3,3,336606
3542,3,3,616126
2284,3,1,421873
2130,3,1,383836
3970,3,1,683524
1717,2,1,309092
1609,4,3,345820
3008,3,3,544562
1223,4,2,287985
2324,4,3,458202
747,1,1,148400
2889,3,3,514683
1056,4,2,261236
2539,3,2,461252
1052,4,1,255496
2460,3,3,449889
2940,3,3,536991
2935,3,3,534071
2677,3,2,497104
2031,3,3,398379
2278,3,2,409599
1983,4,1,411223
1481,2,2,278221
2084,3,3,397231
3069,3,3,551706
3447,4,2,648520
1669,2,1,314284
3412,3,1,621039
1711,2,2,316553
3254,3,3,596959
893,2,2,198608
3391,3,1,595605
551,2,2,139283
2205,3,1,402604
3155,3,1,541866
752,2,2,172388
3214,4,2,588806
3145,3,2,559253
2999,3,3,522383
1604,3,3,325277
3065,3,3,536302
2033,3,2,393643
1129,2,1,219502
1652,2,2,317998
686,1,1,132823
3207,3,1,569854
2156,3,1,413363
2035,3,1,404110
801,2,2,179887
2192,3,2,408118
2038,4,2,405762
1348,2,2,256270
3065,3,2,537546
2851,3,2,514775
2770,3,2,504512
3306,3,2,584963
2037,4,1,420359
2730,3,3,490584
3311,3,2,569599
562,1,1,110191
1658,3,3,330562
3121,3,2,541178
2381,3,3,447425
2604,3,1,457957
3960,4,3,715042
1735,3,1,337624
1262,3,1,266545
3837,4,1,702870
1765,2,1,329979
2595,3,1,454005
3556,3,3,616747
3395,4,3,657033
942,1,1,169621
1990,2,2,347114
3106,3,2,582263
510,2,2,129820
1788,2,2,313958
3682,3,1,668513
1390,3,1,274041
981,2,2,197898
582,2,2,141946
2581,3,3,472461
3362,3,2,591214
3010,3,1,512137
555,2,1,133017
2821,3,1,499891
1574,2,2,304200
3851,3,2,689613
1986,4,3,390622
3354,3,2,610657
1978,2,2,353714
556,2,2,139500
809,2,1,179213
1311,2,2,255039
3076,3,3,533412
1755,2,2,327114
1097,3,1,244396
1997,2,2,372064
1010,4,2,253348
2800,3,3,497574
2146,3,1,402129
1171,1,1,215478
552,2,2,143508
3714,3,3,679665
3169,3,3,543423
3517,3,3,643873
906,2,2,196332
1255,2,1,245026
3218,4,3,578817
1672,2,2,323568
2137,4,1,422962
2363,3,1,441722
3090,4,2,596426
944,1,1,170803
1011,1,1,189879
1864,3,2,374353
1754,3,3,367580
1946,4,1,397453
2463,4,2,468657
2751,3,3,502635
1710,2,2,323920
2915,3,1,512699
1569,2,2,290697
2308,3,3,451150
3477,4,3,649127
1428,2,2,281106
1303,3,1,270385
3064,3,3,560287
2106,3,2,410209
3957,4,1,697226
1309,3,3,268640
2040,3,1,380615
1216,2,1,239969
2680,3,2,497796
781,2,2,179545
3368,3,2,626888
1284,2,1,252898
3780,3,3,643029
3389,3,1,602110
868,2,2,179166
2152,3,3,424313
2990,4,3,558425
3746,3,1,646640
1365,4,1,300180
2100,3,2,407828
638,2,1,146606
3990,3,3,676827
3616,3,2,605837
1385,2,2,278378
858,2,2,190734
2220,4,3,450478
844,1,1,155983
598,2,2,142794
3269,3,2,563529
3457,3,2,621184
3288,3,2,574852
3174,3,1,556628
2740,3,2,486836
755,1,1,148049
1106,4,1,265081
2033,3,2,390830
1459,2,2,274529
770,2,2,168886
1304,4,1,292832
3966,4,2,741474
1280,2,1,246699
1724,2,2,318172
1680,4,2,356748
1205,2,2,242172
3530,3,3,642762
951,2,2,200240
1756,4,3,364376
1640,3,2,320844
3035,4,3,594058
1475,2,1,269629
2502,3,2,466095
2238,3,2,436737
790,2,2,166668
2902,3,3,534480
897,1,1,170779
2785,3,1,502129
975,2,2,206759
1890,4,3,383291
3229,3,2,575890
3583,3,3,623459
1822,3,1,345496
2734,3,2,494556
1877,4,1,400296
1289,2,2,253625
3390,3,3,622011
2629,3,1,493918
852,2,2,181488
2528,3,2,478696
2252,3,2,425495
2145,3,3,422973
2229,3,2,406817
3247,4,3,580634
3609,4,2,675672
1362,2,2,260794
2097,3,1,406871
1904,3,3,357788
1884,3,1,369198
3243,3,1,565167
2518,3,3,482746
523,2,1,131120
552,2,2,135726
752,1,1,141726
2995,3,3,557578
2288,3,3,436412
3086,4,1,544725
3490,3,2,600474
1159,4,2,281213
2426,4,3,468171
2617,3,1,481268
3898,3,2,704161
723,2,2,164012
3229,4,3,597800
1006,4,3,252597
3558,4,2,632132
1730,4,2,359936
3112,3,3,590090
3776,3,3,684610
2362,3,2,449730
697,2,2,155011
713,2,2,162049
2250,3,1,429007
739,1,1,138899
2682,4,1,532173
525,1,1,111725
1467,4,2,321477
613,2,2,142842
1389,3,1,270612
3520,3,2,604539
2049,4,3,435398
1423,4,3,317902
2764,4,2,504440
1474,3,1,294402
1271,2,2,246521
2249,3,2,404847
1703,2,1,311790
2325,3,3,446256
2010,3,2,389383
3687,3,1,665042
3829,3,2,653313
1279,2,1,246801
3769,4,3,668411
686,1,1,134077
2198,4,3,431493
2061,4,1,428422
2977,3,2,540122
1276,2,1,243881
1400,3,2,296771
3888,3,2,691973
3634,3,3,634769
1041,3,1,215369
1307,3,3,287233
714,2,2,159804
647,2,2,154624
1043,2,2,211340
3093,3,1,564175
1237,2,1,243739
741,1,1,140640
1887,3,3,374475
3623,3,2,628236
3001,3,1,541525
2602,3,2,469180
2173,4,1,424614
1246,4,3,283873
501,1,1,106764
1155,2,2,227529
2616,3,3,495258
718,2,1,151892
3499,4,3,655885
928,2,1,193513
3880,3,1,689589
2570,3,1,474364
1712,3,2,345364
3763,3,1,661386
948,2,2,193162
2817,4,1,512237
2111,4,3,436022
3296,3,3,615585
2432,3,3,473712
3149,3,3,547568
3856,3,2,666876
2433,3,1,440625
1699,3,3,337442
2861,3,1,516923
1396,2,2,257456
2270,3,1,443568
2451,3,2,451470
597,2,2,145485
3864,4,1,668917
1908,2,1,343677
3413,3,2,617866
1211,3,1,254170
2212,4,3,433803
3349,4,2,589051
2293,3,1,413780
3327,3,1,587008
1582,3,2,332812
3866,3,1,679248
2635,3,2,488121
952,1,1,173904
1806,2,2,319370
1998,2,2,367030
2732,3,3,511716
2001,3,2,400541
2486,3,3,467372
3455,4,2,636398
1172,3,1,260325
3353,3,1,568009
1235,3,1,255146
3454,3,3,606228
1209,2,2,229804
792,2,2,176972
1860,2,2,351544
1965,4,2,411077
2673,3,3,482013
3261,3,2,595707
1711,2,2,320777
1352,2,1,257676
3665,3,1,652824
1840,3,2,344029
3242,3,3,563233
2028,3,1,384232
3443,3,3,636574
1636,3,2,314492
569,1,1,112647
2138,3,3,417962
3125,3,3,547002
698,2,2,158782
3448,3,3,630685
2901,3,3,544938
1134,3,3,255306
3768,4,2,687478
1777,3,1,342213
1668,4,3,346396
3070,3,3,580324
2600,3,2,478652
2306,4,1,430742
2455,3,1,465811
2085,4,2,397535
1809,3,1,359795
1439,2,1,281546
3769,3,1,642697
1401,3,3,278610
1905,4,1,398614
3403,3,2,581194
2479,3,2,468660
1623,3,3,343641
2361,4,2,462374
3480,3,3,643452
1453,3,3,308948
2355,3,1,446267
738,2,1,166322
3032,4,2,580800
2883,3,1,522015
1262,2,2,257298
3443,3,1,620849
3308,3,3,602863
2640,3,3,507183
3238,4,2,595244
3153,3,1,562405
3208,4,1,613102
3673,4,3,679029
2749,3,1,488026
2581,3,1,460604
3203,4,3,596483
1548,3,1,314588
592,2,2,142628
2683,4,1,519510
2598,3,1,481679
3294,4,3,614514
2111,3,2,404019
1121,2,2,225990
2491,3,3,457631
2445,3,2,458498
3164,3,3,560467
1261,3,1,269817
1715,3,2,326877
1509,2,2,287042
3751,3,3,657600
3787,3,2,673637
1417,2,1,254362
1452,4,1,306256
2478,3,3,468057
2842,3,1,502527
3976,3,3,683914
1672,2,1,317507
3014,4,2,548552
2122,3,1,414367
3304,4,2,609408
583,2,2,134930
2206,3,3,424273
2049,3,3,401661
3934,3,2,709788
1783,2,1,334214
1634,2,2,314440
3722,4,3,695973
1938,2,2,355016
3604,3,1,616260
1921,3,3,380424
3633,3,3,647091
935,2,2,190585
3728,3,1,649666
800,2,1,163376
3606,4,2,672476
2985,3,3,535293
2098,3,3,398097
1235,2,1,234675
3742,4,2,672666
2463,3,2,439729
1590,4,2,331718
1422,4,2,314040
2806,3,3,540683
3314,3,3,601742
704,1,1,139373
2764,3,1,486771
3657,3,3,627831
3353,3,2,569740
2922,3,3,506619
888,2,2,191946
1505,4,3,336038
1326,3,1,261060
3454,3,3,611053
2224,3,3,419376
3453,3,2,606589
2699,3,3,511319
1796,3,2,343575
1118,4,2,260786
2245,3,3,427176
1352,2,2,263870
3503,3,1,594423
1236,4,3,282520
3447,4,1,607480
2042,3,2,397241
3723,3,1,658789
3785,4,2,691346
2998,3,2,518258
2390,3,2,457575
3916,4,1,720854
1205,2,1,225695
3762,3,3,683793
3913,3,3,715951
3223,3,3,555961
703,2,2,161907
1329,2,1,259306
1371,4,1,290180
890,1,1,163503
3369,3,3,618603
1420,4,2,319958
1811,2,2,325086
2377,4,1,463693
3594,3,1,612277
2016,3,1,371902
872,1,1,161134
1226,3,3,276965
1960,3,1,362351
3014,3,3,568263
3939,3,2,708305
731,1,1,145123
586,2,2,143182
3667,4,3,670553
1653,2,2,305511
2015,3,2,366588
1715,2,2,321379
2960,3,1,544490
3166,4,2,596082
2315,3,1,439754
2164,3,1,400284
2022,4,3,402341
2908,3,3,521588
2241,3,1,419193
574,2,2,133474
2119,3,3,399356
2140,3,1,412708
3013,4,3,577502
3826,3,3,662249
1948,4,3,412139
1282,2,2,256702
3324,3,1,587887
3365,4,3,655387
1432,2,2,268136
2823,3,3,498753
3496,3,2,612310
3477,3,2,619740
1618,3,3,330279
1723,3,1,335396
1240,3,3,271369
1899,3,2,371620
3310,3,3,594704
2667,3,3,495393
1568,3,1,306302
2233,3,1,424374
3507,3,3,629502
1231,3,3,267731
958,2,2,207126
3789,4,2,676263
3915,3,1,675068
2286,3,2,431621
1574,2,1,288937
656,2,1,148634
2773,3,1,507752
2530,3,3,476473
3519,3,1,606424
1448,4,2,321018
1795,3,1,339635
2546,3,2,464348
2827,4,2,555106
568,2,1,126887
3637,3,3,675197
2787,4,1,530491
2390,3,2,442956
1665,2,2,321615
1955,2,2,346625
2374,3,2,452958
3034,4,2,553578
2619,4,1,495096
3245,4,3,608901
1727,2,2,330621
1998,3,2,383482
3120,4,1,562315
1394,2,2,264946
932,2,2,192934
2951,3,2,524131
847,2,1,183841
2898,3,2,538268
3842,4,3,714710
745,2,2,165925
2394,3,2,457876
3395,3,2,598643
2684,4,3,514033
2047,4,1,402647
2215,3,2,427780
3642,3,3,662622
2676,3,2,485413
2968,4,1,567149
3330,4,3,602518
3627,3,2,612883
2223,3,3,406521
940,2,2,200704
3390,3,3,622029
1071,3,2,243243
2887,3,3,526823
798,2,2,182302
3236,3,3,567552
2615,3,1,492419
3701,3,2,664063
1991,2,1,364525
1308,4,2,300760
825,2,2,182655
2989,4,3,585053
2277,4,1,432730
1710,2,2,303566
972,2,1,201246
1076,3,3,243320
2179,3,2,426153
1704,4,2,351702
1676,2,2,311188
3517,4,2,661276
2306,3,3,430616
3017,4,1,578021
2338,3,2,446522
2990,3,3,568789
3727,4,1,658971
580,2,1,138414
2797,3,3,520738
2926,3,3,547612
1978,3,3,384295
3905,3,1,682034
1217,2,2,235602
608,2,2,144000
2388,3,3,458325
2526,3,1,447484
2040,3,2,405241
1205,2,1,241251
1162,1,1,207084
1127,2,1,221861
2386,3,3,454833
623,2,2,139978
2334,3,3,432711
1230,3,3,271080
2331,3,1,425279
920,2,2,194310
3392,3,2,596517
2957,3,1,518927
3583,3,1,618190
795,2,1,162457
679,2,2,157828
1399,2,1,269783
1376,2,1,271205
2443,3,2,464423
3678,3,1,651104
3787,4,1,650285
3414,3,1,601638
2378,3,3,453263
2310,3,1,424181
932,1,1,172138
2661,3,3,487782
1994,2,1,352835
3074,3,2,550600
1775,3,2,346016
2291,3,2,430549
2534,4,1,478367
2327,3,3,431761
2179,3,1,409907
1158,2,2,223238
3776,3,2,680417
1290,3,1,259155
1793,4,1,360652
3713,3,3,645294
3713,3,2,640187
3391,3,3,586046
1006,3,3,236111
2051,4,1,416937
1668,3,3,330099
2213,3,1,414095
2378,3,2,438903
1287,3,3,264795
2822,3,2,498899
2628,3,1,473990
953,2,1,195558
2382,3,2,423980
2011,3,1,398151
1628,4,2,362164
2788,3,2,519129
3215,3,3,591599
3724,4,2,701030
2625,3,2,474790
1151,1,1,207183
2153,3,3,401469
757,2,2,171125
2266,3,1,415581
1164,1,1,201718
3899,4,2,676912
3975,3,3,692019
2011,3,2,375692
2490,4,1,467998
2342,3,2,427719
3975,3,2,677587
1453,4,1,325448
1479,2,1,267950
2222,3,1,417560
2490,3,3,445548
3790,4,2,701870
3462,3,1,620528
3720,3,1,658361
768,2,1,169819
901,2,2,194698
747,1,1,137572
3983,3,1,679321
2989,4,3,555038
1780,2,2,314554
3771,3,1,678860
3576,4,2,666322
1552,4,3,336823
740,2,1,166360
2060,3,3,398266
2588,3,3,501173
3678,3,3,683220
2887,3,3,501648
3840,4,3,711563
1523,4,2,326533
3741,3,3,675537
544,2,2,131024
2390,3,3,440546
938,2,2,190150
3999,4,2,716774
2551,3,1,466048
947,2,2,193750
3119,3,3,544031
3868,3,1,669273
2286,3,1,430203
2077,3,3,386338
3876,3,2,680501
533,1,1,107035
3344,3,2,617762
3318,3,1,587280
2959,4,3,549167
2525,4,1,496463
2237,3,2,401374
1108,3,3,236047
1125,4,2,256865
3808,3,1,639768
1958,2,1,344360
1882,2,2,355018
604,1,1,124148
999,1,1,174694
3059,3,2,536646
1550,2,2,287058
3549,3,1,623143
2732,3,2,491450
2390,3,1,443036
2656,3,1,486874
3498,4,3,622009
1116,1,1,204162
1083,1,1,190582
2443,4,3,490220
2167,3,2,403267
3774,3,1,678839
1043,1,1,194526
1230,2,1,249740
2629,3,1,486789
1164,3,3,260919
1632,2,2,303864
892,1,1,171979
1399,2,2,268571
1199,2,1,228169
3884,4,1,697345
2552,3,2,459895
796,2,2,184062
2029,3,1,388225
1687,2,2,305832
2454,3,3,449109
3896,3,1,653185
1971,3,1,357680
552,2,2,134292
718,2,2,160814
2258,3,3,421342
3167,3,2,592590
1187,2,2,243630
1953,3,2,375291
1594,3,1,313197
645,2,2,156764
1509,3,3,312153
1786,2,1,315290
2222,3,3,429052
2771,4,2,519785
3865,3,3,684978
1139,3,2,238550
3028,3,2,528047
3214,3,2,582335
2892,4,1,513103
3060,3,1,520402
1629,4,3,348848
1746,4,2,365822
946,2,2,189830
3562,3,3,612747
2313,3,2,439041
2701,3,3,503243
3520,4,1,628923
696,2,1,151209
579,2,2,139444
1197,1,1,214939
1126,1,1,208767
2535,3,2,478959
3874,3,2,676110
1356,4,2,302578
2060,4,2,415366
3330,3,3,618366
2478,3,1,439688
1012,3,2,228573
1054,3,2,226049
2715,3,3,508167
3565,3,3,633501
595,1,1,118677
2827,4,2,521410
634,2,1,137773
1147,4,3,276975
3229,3,3,564240
3593,4,2,644298
1738,4,2,358094
2657,3,1,471948
2382,3,2,451707
1782,2,1,336516
1325,2,1,261538
1757,2,1,309800
1886,3,2,366071
1243,4,1,277643
1625,4,1,348093
2736,3,1,508398
1587,4,3,333907
1744,4,2,369516
2834,3,1,500170
1983,3,3,373782
524,2,2,125912
1755,2,2,319047
985,2,2,199387
3940,3,1,707941
2629,4,3,526274
3847,3,1,668045
860,2,2,182922
1710,2,2,317282
2634,4,3,514162
629,2,2,145002
1955,2,2,363976
3754,4,2,671486
1149,1,1,199086
1223,2,2,237586
3526,3,2,617025
3823,3,2,698834
1259,2,2,258124
2818,4,3,534848
3880,4,2,697406
2189,3,2,422085
3430,4,3,654790
1718,2,1,307654
1206,2,2,250136
2651,3,3,489667
3174,3,3,573363
2749,4,1,512205
967,2,1,195433
3806,3,3,663241
1612,4,2,337990
623,2,1,144671
3175,4,1,597759
2406,3,2,444995
3583,3,1,601922
3660,4,3,661382
945,1,1,172555
3079,3,3,545837
3707,3,3,662741
774,2,1,165241
2061,3,2,387863
2119,4,1,415471
2336,3,2,427056
2370,3,1,440375
3476,3,2,615218
3169,4,1,609829
770,1,1,142361
1804,4,2,381012
2973,3,2,547141
1483,2,1,266977
1947,4,3,399984
619,2,2,143389
1865,2,2,359120
1327,2,1,244389
1118,3,1,244681
3906,3,2,672710
1131,2,2,229062
1876,2,1,333067
3244,3,1,558841
635,2,1,146962
3825,3,1,680520
819,2,2,183627
1851,2,1,338442
809,2,2,184731
2895,3,3,521409
739,2,2,170816
2685,3,2,501746
629,2,2,152779
1155,1,1,212605
3995,3,2,664657
3352,3,3,628997
1409,2,1,268731
2068,4,3,408373
1317,2,2,248386
2391,3,1,429231
1795,3,1,339187
3242,4,2,579428
2378,4,1,468426
904,1,1,167175
2984,3,3,563264
1216,2,1,246206
1211,2,1,233718
1269,2,1,242573
3007,4,3,574043
3092,4,3,589720
2764,3,1,516485
3279,3,2,578008
3190,3,1,551171
1320,4,3,297447
1469,2,1,282030
3309,3,1,557513
3977,3,2,670180
3842,3,2,695196
2654,3,2,487926
898,2,2,200372
1807,2,2,340826
3187,3,3,559242
2359,3,2,459022
2451,3,1,439821
1727,3,1,320583
1169,1,1,208422
3239,3,2,559807
991,2,2,195298
3586,3,2,618626
2476,3,3,479616
2679,3,3,513012
952,2,2,203164
1255,3,2,269992
2849,4,2,513399
1907,2,2,342004
2860,4,1,545159
863,2,2,177515
2598,3,2,455601
2534,3,3,467862
838,1,1,157923
3485,3,1,598784
2436,3,2,445048
2962,4,2,557124
2822,3,2,528895
2591,4,1,507146
1979,3,3,379821
1306,4,3,286329
2317,4,1,456031
1282,3,1,263501
3897,3,3,710949
1982,2,2,362458
662,1,1,134257
2253,4,1,437737
544,2,2,138094
2032,3,3,381801
3038,3,2,556024
1907,2,2,338471
3911,4,1,708695
3723,4,1,649601
1623,2,2,318327
1631,4,3,365155
3346,3,1,602469
3372,3,1,585632
2532,3,2,475939
839,1,1,151463
3569,3,3,624481
1790,4,3,371870
3963,3,3,699453
1706,2,2,307510
1078,2,1,217724
1052,3,1,236283
3653,3,3,650595
2275,3,2,435205
3386,3,3,628218
2855,3,3,508959
1123,3,3,252610
2662,3,1,465679
1217,4,3,271026
2571,4,2,491454
